course_code,course_name,link
PHDBS 707,Publication Analysis,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/604?entityType=Course&reportId=422
PHDBS 708,Writing for Biomedical Sciences,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/610?entityType=Course&reportId=422
PHDBS 709,Molecular Basis of Infection,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/606?entityType=Course&reportId=422
PHDBS 710,Molecular Pathology of Cancer,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/597?entityType=Course&reportId=422
PHDBS 711,Molecular Basis of Genetic Disease,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/608?entityType=Course&reportId=422
PHDBS 712,Molecular Immunology,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/607?entityType=Course&reportId=422
PHDBS 713,From the Bench to the Bedside: Drug Development and Clinical Trials,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/605?entityType=Course&reportId=422
PHDBS 715,Molecular Basis of Neurological Disorders,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/609?entityType=Course&reportId=422
PHDBS 717,Organ System and Common Diseases,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/594?entityType=Course&reportId=422
PHDBS 718,Principles of Pharmacology and Toxicology,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/611?entityType=Course&reportId=422
PHDBS 719,Systemic Pharmacology,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/612?entityType=Course&reportId=422
PHDBS 721,Drug Discovery I,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/613?entityType=Course&reportId=422
PHDBS 722,Systemic Pharmacology II,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/614?entityType=Course&reportId=422
PHDBS 723,Drug Addiction and Toxicology,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/615?entityType=Course&reportId=422
PHDGH 701,Thesis Research,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/618?entityType=Course&reportId=422
PHDGH 701,0 Thesis Research,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/619?entityType=Course&reportId=422
PHDGH 702,Foundations of Global Health,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/620?entityType=Course&reportId=422
PHDGH 703,Health Policy and Systems in Global Health,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/621?entityType=Course&reportId=422
PHDGH 704,NUSOM Seminar in Global Health,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/616?entityType=Course&reportId=422
PHDGH 704,0 NUSOM Seminar in Global Health,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/617?entityType=Course&reportId=422
PHDGH 705,Global Health into Action,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/622?entityType=Course&reportId=422
PHDGH 706,Methods in Global Health Research,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/626?entityType=Course&reportId=422
PHDGH 707,Implementation Science in Global Health,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/624?entityType=Course&reportId=422
PHDGH 708,Advanced Methods in Global Health Research,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/627?entityType=Course&reportId=422
PHDGH 709,Critical Appraisal in Global Health,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/625?entityType=Course&reportId=422
PHDGH 710,Writing for Health Sciences,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/623?entityType=Course&reportId=422
PHIL 101,Introduction to Philosophy,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2940?entityType=Course&reportId=422
PHIL 141,Critical Thinking,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3140?entityType=Course&reportId=422
PHIL 160,Philosophy of Religion,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3141?entityType=Course&reportId=422
PHIL 210,Ethics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2807?entityType=Course&reportId=422
PHIL 223,Philosophy of Science,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2957?entityType=Course&reportId=422
PHIL 225,Truth and Reality,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2808?entityType=Course&reportId=422
PHIL 231,Global Justice,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3133?entityType=Course&reportId=422
PHIL 232,Philosophy of Law,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3135?entityType=Course&reportId=422
PHIL 240,Formal Logic,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3139?entityType=Course&reportId=422
PHIL 314,Free Will and Moral Responsibility,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2938?entityType=Course&reportId=422
PHIL 315,Philosophy of Agency,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2939?entityType=Course&reportId=422
PHIL 320,"Truth, Knowledge and Belief",https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2809?entityType=Course&reportId=422
PHIL 361,Philosophy of Language,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2958?entityType=Course&reportId=422
PHIL 362,Philosophy of Mind,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2959?entityType=Course&reportId=422
PHIL 431,Human Rights and Cultural Differences,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3134?entityType=Course&reportId=422
PHIL 575,Philosophy of Art,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2941?entityType=Course&reportId=422
PHYS 161,Physics I for Scientists and Engineers with Laboratory,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2572?entityType=Course&reportId=422
PHYS 162,Physics II for Scientists and Engineers with Laboratory,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2573?entityType=Course&reportId=422
PHYS 201,Introductory Astronomy I,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2574?entityType=Course&reportId=422
PHYS 202,Introductory Astrophysics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2575?entityType=Course&reportId=422
PHYS 221,Classical Mechanics I,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2623?entityType=Course&reportId=422
PHYS 222,Classical Mechanics II,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2624?entityType=Course&reportId=422
PHYS 261,Modern Physics with Laboratory,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2461?entityType=Course&reportId=422
PHYS 270,Computational Physics with Laboratory,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2677?entityType=Course&reportId=422
PHYS 280,Thermodynamics and Statistical Physics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3283?entityType=Course&reportId=422
PHYS 291,Introduction to Quantum Technologies,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2448?entityType=Course&reportId=422
PHYS 299,Research Project and Internship,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2449?entityType=Course&reportId=422
PHYS 315,Mathematical Methods of Physics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2465?entityType=Course&reportId=422
PHYS 361,Classical Electrodynamics I,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2952?entityType=Course&reportId=422
PHYS 362,Classical Electrodynamics II,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2953?entityType=Course&reportId=422
PHYS 370,Optics with Laboratory,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2386?entityType=Course&reportId=422
PHYS 395,Research Methods,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2445?entityType=Course&reportId=422
PHYS 399,Physics Research Project,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2446?entityType=Course&reportId=422
PHYS 451,Quantum Mechanics I,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3127?entityType=Course&reportId=422
PHYS 452,Quantum Mechanics II,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3128?entityType=Course&reportId=422
PHYS 462,Field Theories in Physics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2627?entityType=Course&reportId=422
PHYS 463,Astrophysics and General Relativity,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2954?entityType=Course&reportId=422
PHYS 465,Advanced Experimental Physics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2387?entityType=Course&reportId=422
PHYS 470,Introduction to Optoelectronics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2462?entityType=Course&reportId=422
PHYS 473,Introduction to Solid State Physics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3286?entityType=Course&reportId=422
PHYS 483,Statistical Mechanics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2951?entityType=Course&reportId=422
PHYS 491,Directed Study of Advanced Physics Topics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2447?entityType=Course&reportId=422
PHYS 498,Honors Thesis Research,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3125?entityType=Course&reportId=422
PHYS 499,Honors Thesis,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3126?entityType=Course&reportId=422
PHYS 505,Classical Mechanics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2626?entityType=Course&reportId=422
PHYS 510,Quantum Mechanics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3123?entityType=Course&reportId=422
PHYS 511,Computational Modeling and Simulation,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2463?entityType=Course&reportId=422
PHYS 515,Classical Electrodynamics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2955?entityType=Course&reportId=422
PHYS 520,Statistical Physics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3284?entityType=Course&reportId=422
PHYS 530,Solid State Physics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3285?entityType=Course&reportId=422
PHYS 550,Advanced Mathematical Physics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2464?entityType=Course&reportId=422
PHYS 563,General Relativity,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2625?entityType=Course&reportId=422
PHYS 565,Advanced Physics Laboratory,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2388?entityType=Course&reportId=422
PHYS 570,Introduction to Optoelectronics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2460?entityType=Course&reportId=422
PHYS 591,Research Methods,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2444?entityType=Course&reportId=422
PHYS 600,Thesis Research,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2674?entityType=Course&reportId=422
PHYS 692,Thesis,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2675?entityType=Course&reportId=422
PHYS 700,Doctoral Thesis,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2678?entityType=Course&reportId=422
PHYS 700,0 Thesis Research,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2676?entityType=Course&reportId=422
PHYS 701,Current Research Literature,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2389?entityType=Course&reportId=422
PHYS 705,Classical Mechanics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2622?entityType=Course&reportId=422
PHYS 710,Quantum Mechanics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3124?entityType=Course&reportId=422
PHYS 711,Computational Modeling and Simulation,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2466?entityType=Course&reportId=422
PHYS 715,Classical Electrodynamics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2956?entityType=Course&reportId=422
PHYS 720,Statistical Physics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3287?entityType=Course&reportId=422
PHYS 730,Solid State Physics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3288?entityType=Course&reportId=422
PHYS 750,Advanced Mathematical Physics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2467?entityType=Course&reportId=422
PHYS 763,General Relativity,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2621?entityType=Course&reportId=422
PHYS 765,Advanced Physics Laboratory,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2390?entityType=Course&reportId=422
PHYS 770,Introduction to Optoelectronics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2459?entityType=Course&reportId=422
PHYS 791,Research Methods and Ethics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2450?entityType=Course&reportId=422
PLS 100,Introduction to the Politics of Central Asia,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3105?entityType=Course&reportId=422
PLS 101,Introduction to Political Science,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2980?entityType=Course&reportId=422
PLS 102,The Political Challenges of Technologies and Science: An Introduction,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2810?entityType=Course&reportId=422
PLS 120,Introduction to Political Theory,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2496?entityType=Course&reportId=422
PLS 140,Introduction to Comparative Politics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2638?entityType=Course&reportId=422
PLS 150,Introduction to International Relations,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2476?entityType=Course&reportId=422
PLS 210,Political Science Research Methods,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2637?entityType=Course&reportId=422
PLS 211,Quantitative Methods,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2790?entityType=Course&reportId=422
PLS 222,Global Justice,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3131?entityType=Course&reportId=422
PLS 312,Public Opinion and Elections,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2436?entityType=Course&reportId=422
PLS 315,Political Game Theory,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2547?entityType=Course&reportId=422
PLS 321,Major Political Thinkers: Machiavelli,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2813?entityType=Course&reportId=422
PLS 322,Russian Intellectual History (1762 - 1905),https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2618?entityType=Course&reportId=422
PLS 324,The Philosophies of Multiculturalism,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2814?entityType=Course&reportId=422
PLS 326,Modern Political Theory,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2498?entityType=Course&reportId=422
PLS 327,Contemporary Political Theory,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2499?entityType=Course&reportId=422
PLS 328,Confucianism and the Development of Chinese Politics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2590?entityType=Course&reportId=422
PLS 329,Anarchy,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2497?entityType=Course&reportId=422
PLS 330,Politics and Governance of Eurasia,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2437?entityType=Course&reportId=422
PLS 332,Islam and Politics in Eurasia,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3190?entityType=Course&reportId=422
PLS 338,U.S. Government and Politics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2979?entityType=Course&reportId=422
PLS 340,Politics of East Asia,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2844?entityType=Course&reportId=422
PLS 341,Politics of Development,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2475?entityType=Course&reportId=422
PLS 342,Political Corruption,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2978?entityType=Course&reportId=422
PLS 343,Politics of Sub-Saharan Africa,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2869?entityType=Course&reportId=422
PLS 345,"Revolutions, Social Movements, and Contentious Politics",https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2506?entityType=Course&reportId=422
PLS 351,International Political Economy,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2904?entityType=Course&reportId=422
PLS 352,International Relations Theory,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2641?entityType=Course&reportId=422
PLS 354,Introduction to International Law,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2391?entityType=Course&reportId=422
PLS 355,European Union: Institutions and Policies,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2906?entityType=Course&reportId=422
PLS 356,International Politics of the Korean Peninsula,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2789?entityType=Course&reportId=422
PLS 360,Foreign Policy Analysis,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2477?entityType=Course&reportId=422
PLS 361,Memory Politics in East Asia,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2788?entityType=Course&reportId=422
PLS 362,"Science, Technology and International Affairs",https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3103?entityType=Course&reportId=422
PLS 363,Visual Politics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3104?entityType=Course&reportId=422
PLS 365,Civil-Military Relations,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2507?entityType=Course&reportId=422
PLS 370,"Law, Politics and Society",https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2392?entityType=Course&reportId=422
PLS 371,Comparative Welfare States,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2905?entityType=Course&reportId=422
PLS 372,Post-Soviet Public Policy,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2393?entityType=Course&reportId=422
PLS 373,Comparative Public Policy,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2843?entityType=Course&reportId=422
PLS 391,Intermediate Special Topics in Comparative Politics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2781?entityType=Course&reportId=422
PLS 392,Politics of China,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2981?entityType=Course&reportId=422
PLS 395,Independent Study,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2842?entityType=Course&reportId=422
PLS 415,Maximum Likelihood Models,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2502?entityType=Course&reportId=422
PLS 416,Experimental Political Science,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2787?entityType=Course&reportId=422
PLS 417,Scientific Research in Political Science,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2546?entityType=Course&reportId=422
PLS 420,Human Rights and Cultural Differences,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3132?entityType=Course&reportId=422
PLS 422,Just War Theory,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2811?entityType=Course&reportId=422
PLS 423,Immigration Theory,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2495?entityType=Course&reportId=422
PLS 424,Issues in the Philosophy of Social Science,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2639?entityType=Course&reportId=422
PLS 425,Feminist Political Theory,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2503?entityType=Course&reportId=422
PLS 426,"Hannah Arendt on Power, Violence, and Revolution",https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2485?entityType=Course&reportId=422
PLS 431,Politics and Governance of the Russian Federation,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2435?entityType=Course&reportId=422
PLS 432,Comparative Democratization,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2640?entityType=Course&reportId=422
PLS 433,Homeland Security,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2504?entityType=Course&reportId=422
PLS 434,Text Analysis and Political Communication in the Information Age,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2841?entityType=Course&reportId=422
PLS 436,State Capacity and State-Building,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2870?entityType=Course&reportId=422
PLS 437,Nationalism and Multi-Ethnic Governance,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2505?entityType=Course&reportId=422
PLS 441,Advanced Topics in Comparative Politics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2780?entityType=Course&reportId=422
PLS 445,Political Violence,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2642?entityType=Course&reportId=422
PLS 446,The Politics of Immigration Control,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2520?entityType=Course&reportId=422
PLS 447,Comparative Political Parties,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2521?entityType=Course&reportId=422
PLS 448,Comparative Electoral System,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2550?entityType=Course&reportId=422
PLS 449,Politics and Governance of the Gulf,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2523?entityType=Course&reportId=422
PLS 451,Advanced Topics in International Relations,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2524?entityType=Course&reportId=422
PLS 452,The United Nations System,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2480?entityType=Course&reportId=422
PLS 455,The Politics of Arms in International Relations,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2522?entityType=Course&reportId=422
PLS 457,International Security and Conflict,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2541?entityType=Course&reportId=422
PLS 458,International Organization,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2481?entityType=Course&reportId=422
PLS 459,International Conflict Processes,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2540?entityType=Course&reportId=422
PLS 460,Environmental Politics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2832?entityType=Course&reportId=422
PLS 465,Politics of International Finance,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2902?entityType=Course&reportId=422
PLS 468,International Relations of Asia,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2835?entityType=Course&reportId=422
PLS 469,International Relations of Eurasia,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3107?entityType=Course&reportId=422
PLS 472,"Negotiation, Cooperation and Strategy",https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2525?entityType=Course&reportId=422
PLS 474,Public Choice and Public Policy,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2833?entityType=Course&reportId=422
PLS 495,Research Practicum in PSIR,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2834?entityType=Course&reportId=422
PLS 510,Quantitative Research Methods,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2549?entityType=Course&reportId=422
PLS 511,Qualitative Methods in Political Science,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2394?entityType=Course&reportId=422
PLS 514,Qualitative Research Methods,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3191?entityType=Course&reportId=422
PLS 515,Maximum Likelihood Models,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2516?entityType=Course&reportId=422
PLS 516,Experimental Political Science,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2784?entityType=Course&reportId=422
PLS 517,Scientific Research in Political Science,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2542?entityType=Course&reportId=422
PLS 522,Just War Theory,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2815?entityType=Course&reportId=422
PLS 523,Immigration Theory,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2486?entityType=Course&reportId=422
PLS 526,"Hannah Arendt on Power, Violence, and Revolution",https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2487?entityType=Course&reportId=422
PLS 531,Politics and Governance of the Russian Federation,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2515?entityType=Course&reportId=422
PLS 532,Comparative Democratization,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2644?entityType=Course&reportId=422
PLS 533,Homeland Security,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2517?entityType=Course&reportId=422
PLS 534,Text Analysis and Political Communication in the Information Age,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2518?entityType=Course&reportId=422
PLS 536,State Capacity and State-building,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2871?entityType=Course&reportId=422
PLS 537,Nationalism and Multi-Ethnic Governance,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2519?entityType=Course&reportId=422
PLS 540,Core Seminar in Comparative Politics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2782?entityType=Course&reportId=422
PLS 541,Advanced Topics in Comparative Politics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2783?entityType=Course&reportId=422
PLS 545,Political Violence,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2643?entityType=Course&reportId=422
PLS 546,The Politics of Immigration Control,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2512?entityType=Course&reportId=422
PLS 547,Comparative Political Parties,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2513?entityType=Course&reportId=422
PLS 548,Comparative Electoral System,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2548?entityType=Course&reportId=422
PLS 549,Politics and Governance of the Gulf,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2514?entityType=Course&reportId=422
PLS 550,Core Seminar in IR,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2786?entityType=Course&reportId=422
PLS 551,Advanced Topics in International Relations,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2839?entityType=Course&reportId=422
PLS 552,The United Nations System,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2478?entityType=Course&reportId=422
PLS 555,The Politics of Arms in International Relations,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2510?entityType=Course&reportId=422
PLS 557,International Security and Conflict,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2544?entityType=Course&reportId=422
PLS 558,International Organization,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2479?entityType=Course&reportId=422
PLS 559,International Conflict Processes,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2543?entityType=Course&reportId=422
PLS 560,Environmental Politics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2840?entityType=Course&reportId=422
PLS 565,Politics of International Finance,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2903?entityType=Course&reportId=422
PLS 568,International Relations of Asia,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2838?entityType=Course&reportId=422
